1713182052,0,10,0.43,0.48,0,0,10,43.67
1713182052,1,27,0.43,1.08,2,1,30,75.04
1713182052,2,42,0.43,1.65,3,2,50,87.56
1713182052,3,56,0.43,2.08,6,3,70,97.77
1713182052,4,69,0.43,2.54,10,4,90,106.44
1713182052,5,86,0.43,3.12,12,5,110,112.89
1713182052,6,102,0.43,3.56,13,6,130,116.88
1713182053,7,119,0.43,4.13,14,7,150,120.37
1713182053,8,138,0.43,4.51,14,7,170,120.99
1713182053,9,157,0.43,4.93,14,7,190,120.43
1713182053,10,176,0.43,5.28,14,7,210,121.25
1713182053,11,195,0.43,5.59,14,7,230,119.91
1713182053,12,195,0.43,5.59,14,7,230,119.56
1713182053,13,211,0.43,5.84,14,7,250,121.53
1713182054,14,225,0.43,6.14,16,7,270,122.73
1713182054,15,243,0.43,6.31,16,7,290,124.1
1713182054,16,263,0.43,6.49,16,7,310,125.62
1713182054,17,282,0.43,6.79,16,7,330,125.74
1713182054,18,300,0.43,7.1,16,7,350,125.06
1713182054,19,312,0.43,7.27,20,7,370,125.44
1713182054,20,328,0.43,7.49,20,7,390,126.14
1713182055,21,346,0.43,7.75,20,7,410,126.82
1713182055,22,364,0.43,8.07,20,7,430,127.66
1713182055,23,384,0.43,8.39,20,7,450,127.09
1713182055,24,400,0.43,8.65,20,7,470,125.54
1713182055,25,418,0.43,8.96,20,7,490,126.1
1713182055,26,435,0.43,9.38,20,7,510,125.62
1713182056,27,450,0.43,9.69,20,7,530,126.09
1713182056,28,464,0.43,9.97,21,7,550,126.69
1713182056,29,484,0.43,10.33,21,7,570,127.38
1713182056,30,502,0.43,10.69,21,7,590,127.63
1713182056,31,521,0.43,10.91,21,7,610,126.4
1713182056,32,521,0.43,10.91,21,7,610,126.23
1713182056,33,536,0.43,11.24,22,7,630,126.87
1713182056,34,555,0.43,11.55,22,7,650,126.99
1713182057,35,572,0.43,11.74,22,7,670,127.29
1713182057,36,591,0.43,12.05,22,7,690,127.62
1713182057,37,611,0.43,12.32,22,7,710,126.75
1713182057,38,630,0.43,12.51,22,7,730,127.42
1713182057,39,648,0.43,12.68,22,7,750,127.72
1713182057,40,666,0.43,12.8,22,7,770,127.84
1713182058,41,685,0.43,13.0,22,7,790,126.78
1713182058,42,704,0.43,13.21,22,7,810,127.23
1713182058,43,722,0.43,13.39,22,7,830,127.36
1713182058,44,739,0.43,13.6,22,7,850,127.95
1713182058,45,759,0.43,13.74,22,7,870,127.82
1713182058,46,778,0.43,13.91,22,7,890,128.34
1713182058,47,797,0.43,14.17,22,7,910,128.66
1713182059,48,816,0.43,14.36,22,7,930,129.05
1713182059,49,832,0.43,14.6,22,7,950,128.91
1713182059,50,851,0.43,14.8,22,7,970,129.1
1713182059,51,866,0.43,14.9,22,7,990,128.99
1713182059,52,884,0.43,15.19,22,7,1010,128.87
1713182059,53,902,0.43,15.35,22,7,1030,127.94
1713182059,54,902,0.43,15.35,22,7,1030,127.86
1713182060,55,919,0.43,15.58,22,7,1050,128.22
1713182060,56,936,0.43,15.76,22,7,1070,127.83
1713182060,57,956,0.43,16.03,22,7,1090,127.49
1713182060,58,976,0.43,16.33,22,7,1110,125.71
1713182060,59,976,0.43,16.33,22,7,1110,125.63
1713182060,60,986,0.43,16.52,23,7,1130,124.94
1713182060,61,986,0.43,16.52,23,7,1130,124.85
1713182061,62,1006,0.43,16.75,23,7,1150,124.63
1713182061,63,1024,0.43,16.94,25,7,1170,124.61
1713182061,64,1042,0.43,17.14,25,7,1190,124.14
1713182061,65,1062,0.43,17.38,25,7,1210,124.27
1713182061,66,1081,0.43,17.59,25,7,1230,123.98
1713182061,67,1100,0.43,17.73,25,7,1250,124.21
1713182062,68,1114,0.43,17.92,26,7,1270,124.16
1713182062,69,1130,0.43,18.19,27,7,1290,124.49
1713182062,70,1147,0.43,18.46,27,7,1310,124.81
1713182062,71,1161,0.43,18.59,27,7,1330,125.11
1713182062,72,1176,0.43,18.78,27,7,1350,125.18
1713182062,73,1195,0.43,18.93,27,7,1370,125.13
1713182062,74,1212,0.43,19.14,27,7,1390,125.38
1713182063,75,1232,0.43,19.28,27,7,1410,125.25
1713182063,76,1249,0.43,19.47,27,7,1430,125.04
1713182063,77,1262,0.43,19.62,29,7,1450,124.8
1713182063,78,1278,0.43,19.78,29,7,1470,124.99
1713182063,79,1296,0.43,19.9,29,7,1490,125.07
1713182063,80,1315,0.43,20.05,29,7,1510,125.1
1713182064,81,1331,0.43,20.32,30,7,1530,124.9
1713182064,82,1348,0.43,20.51,30,7,1550,125.27
1713182064,83,1365,0.43,20.69,30,7,1570,125.55
1713182064,84,1385,0.43,20.88,30,7,1590,125.69
1713182064,85,1400,0.43,21.07,30,7,1610,125.78
1713182064,86,1418,0.43,21.24,30,7,1630,126.06
1713182064,87,1437,0.43,21.41,30,7,1650,126.29
1713182065,88,1455,0.43,21.55,30,7,1670,126.43
1713182065,89,1471,0.43,21.7,30,7,1690,126.59
1713182065,90,1482,0.43,21.81,30,7,1710,126.82
1713182065,91,1502,0.43,21.99,30,7,1730,126.88
1713182065,92,1521,0.43,22.11,30,7,1750,127.05
1713182065,93,1537,0.43,22.24,32,7,1770,126.9
1713182065,94,1549,0.43,22.28,32,7,1790,126.84
1713182066,95,1566,0.43,22.35,32,7,1810,126.4
1713182066,96,1584,0.43,22.41,32,7,1830,126.66
1713182066,97,1599,0.43,22.46,32,7,1850,126.87
1713182066,98,1616,0.43,22.51,32,7,1870,126.96
1713182066,99,1629,0.43,22.54,32,7,1890,127.04
1713182066,100,1644,0.43,22.58,32,7,1910,126.46
1713182067,101,1657,0.43,22.61,32,7,1930,126.4
1713182067,102,1672,0.43,22.64,32,7,1950,126.57
1713182067,103,1688,0.43,22.68,32,7,1970,126.77
1713182067,104,1702,0.43,22.71,32,7,1990,126.77
1713182067,105,1714,0.43,22.72,32,7,2010,126.54
1713182067,106,1726,0.43,22.74,32,7,2030,126.7
1713182068,107,1739,0.43,22.76,32,7,2050,126.77
1713182068,108,1743,0.43,22.76,32,7,2070,126.83
1713182068,109,1758,0.43,22.8,32,7,2090,126.93
1713182068,110,1770,0.43,22.82,32,7,2110,126.96
1713182068,111,1783,0.43,22.83,32,7,2130,126.97
1713182068,112,1791,0.43,22.84,32,7,2150,126.98
1713182068,113,1807,0.43,22.91,32,7,2170,127.13
1713182069,114,1823,0.43,23.01,32,7,2190,127.18
1713182069,115,1840,0.43,23.08,32,7,2210,127.35
1713182069,116,1858,0.43,23.14,32,7,2230,127.35
1713182069,117,1877,0.43,23.24,32,7,2250,127.39
1713182069,118,1892,0.43,23.3,32,7,2270,127.61
1713182069,119,1911,0.43,23.35,32,7,2290,127.74
1713182069,120,1917,0.43,23.36,32,7,2310,127.97
1713182070,121,1934,0.43,23.4,32,7,2330,128.12
1713182070,122,1951,0.43,23.44,32,7,2350,128.43
1713182070,123,1967,0.43,23.46,32,7,2370,128.56
1713182070,124,1971,0.43,23.46,32,7,2390,128.7
1713182070,125,1989,0.43,23.51,32,7,2410,128.91
1713182070,126,2006,0.43,23.56,32,7,2430,129.05
1713182070,127,2024,0.43,23.62,32,7,2450,129.18
1713182070,128,2042,0.43,23.66,32,7,2470,129.39
1713182071,129,2056,0.43,23.69,32,7,2490,129.59
1713182071,130,2072,0.43,23.72,32,7,2510,129.87
1713182071,131,2087,0.43,23.74,32,7,2530,130.03
1713182071,132,2106,0.43,23.77,32,7,2550,130.28
1713182071,133,2123,0.43,23.81,32,7,2570,130.5
1713182071,134,2134,0.43,23.82,32,7,2590,130.7
1713182071,135,2141,0.43,23.83,32,7,2610,130.92
1713182071,136,2154,0.43,23.84,32,7,2630,131.09
1713182072,137,2157,0.43,23.84,32,7,2650,131.18
1713182072,138,2168,0.43,23.85,32,7,2670,131.42
1713182072,139,2180,0.43,23.87,32,7,2690,131.57
1713182072,140,2190,0.43,23.87,32,7,2710,131.76
1713182072,141,2199,0.43,23.88,32,7,2730,131.97
1713182072,142,2204,0.43,23.88,32,7,2750,132.09
1713182072,143,2218,0.43,23.92,32,7,2770,132.33
1713182072,144,2237,0.43,23.98,32,7,2790,132.44
1713182073,145,2254,0.43,24.05,32,7,2810,132.52
1713182073,146,2271,0.43,24.11,32,7,2830,132.68
1713182073,147,2286,0.43,24.15,32,7,2850,132.84
1713182073,148,2299,0.43,24.17,32,7,2870,132.95
1713182073,149,2318,0.43,24.21,32,7,2890,133.08
1713182073,150,2333,0.43,24.24,32,7,2910,133.22
1713182073,151,2351,0.43,24.29,32,7,2930,133.37
1713182073,152,2366,0.43,24.31,32,7,2950,133.47
1713182074,153,2377,0.43,24.33,32,7,2970,133.64
1713182074,154,2395,0.43,24.35,32,7,2990,133.8
1713182074,155,2401,0.43,24.36,32,7,3010,134.03
1713182074,156,2410,0.43,24.37,32,7,3030,134.22
1713182074,157,2419,0.43,24.38,32,7,3050,134.43
1713182074,158,2437,0.43,24.4,32,7,3070,134.51
1713182074,159,2444,0.43,24.41,32,7,3090,134.66
1713182074,160,2461,0.43,24.45,32,7,3110,134.76
1713182075,161,2468,0.43,24.45,32,7,3130,134.83
1713182075,162,2485,0.43,24.48,32,7,3150,134.91
1713182075,163,2491,0.43,24.48,32,7,3170,135.03
1713182075,164,2505,0.43,24.49,32,7,3190,135.19
1713182075,165,2519,0.43,24.51,32,7,3210,135.36
1713182075,166,2536,0.43,24.54,32,7,3230,135.58
1713182075,167,2550,0.43,24.55,32,7,3250,135.74
1713182075,168,2558,0.43,24.56,32,7,3270,135.85
1713182076,169,2565,0.43,24.57,32,7,3290,135.99
1713182076,170,2574,0.43,24.58,32,7,3310,136.15
1713182076,171,2578,0.43,24.58,32,7,3330,136.28
1713182076,172,2581,0.43,24.58,32,7,3350,136.34
1713182076,173,2582,0.43,24.58,32,7,3370,136.49
1713182076,174,2590,0.43,24.59,32,7,3390,136.62
1713182076,175,2601,0.43,24.59,32,7,3410,136.35
1713182076,176,2601,0.43,24.59,32,7,3410,136.03
1713182076,177,2601,0.43,24.59,32,7,3410,135.72
1713182077,178,2601,0.43,24.59,32,7,3410,135.4
1713182077,179,2601,0.43,24.59,32,7,3410,135.11
1713182077,180,2601,0.43,24.59,32,7,3410,134.81
1713182077,181,2601,0.43,24.59,32,7,3410,134.53
1713182077,182,2601,0.43,24.59,32,7,3410,134.49
1713182077,183,2614,0.43,24.64,35,7,3430,134.63
1713182077,184,2628,0.43,24.68,36,7,3450,134.52
1713182077,185,2628,0.43,24.68,36,7,3450,134.47
1713182077,186,2632,0.43,24.68,36,7,3470,134.63
1713182077,187,2650,0.43,24.71,36,7,3490,134.79
1713182077,188,2664,0.43,24.73,36,7,3510,134.94
1713182078,189,2681,0.43,24.74,36,7,3530,135.05
1713182078,190,2696,0.43,24.76,36,7,3550,135.24
1713182078,191,2708,0.43,24.77,36,7,3570,135.35
1713182078,192,2717,0.43,24.77,36,7,3590,135.5
1713182078,193,2726,0.43,24.78,36,7,3610,135.63
1713182078,194,2726,0.43,24.78,36,7,3630,135.77
1713182078,195,2734,0.43,24.78,36,7,3650,135.85
1713182078,196,2742,0.43,24.79,36,7,3670,136.03
1713182078,197,2747,0.43,24.79,36,7,3690,136.14
1713182079,198,2754,0.43,24.79,36,7,3710,136.27
1713182079,199,2756,0.43,24.79,36,7,3730,136.44
